date,year,month,day,week_number,description,value,tag
2025-06-03 08:05:12 PM,2025,6,3,23,Estres,2,Health
2025-06-03 08:05:12 PM,2025,6,3,23,positive_habit_01,1,PositiveHabits
2025-06-03 08:05:12 PM,2025,6,3,23,positive_habit_02,1,PositiveHabits
2025-06-03 08:05:12 PM,2025,6,3,23,positive_habit_03,1,PositiveHabits
2025-06-03 08:05:12 PM,2025,6,3,23,positive_habit_04,1,PositiveHabits
2025-06-03 08:05:12 PM,2025,6,3,23,positive_habit_05,1,PositiveHabits
2025-06-03 08:05:12 PM,2025,6,3,23,positive_habit_06,0,PositiveHabits
2025-06-03 08:05:12 PM,2025,6,3,23,positive_habit_07,1,PositiveHabits
2025-06-03 08:05:12 PM,2025,6,3,23,negative_habit_01,0,NegativeHabits
2025-06-03 08:05:12 PM,2025,6,3,23,negative_habit_02,0,NegativeHabits
2025-06-03 08:05:12 PM,2025,6,3,23,negative_habit_03,0,NegativeHabits
2025-06-03 08:05:12 PM,2025,6,3,23,negative_habit_04,0,NegativeHabits
2025-06-03 08:05:12 PM,2025,6,3,23,Saludo al Sol,0,ConvictConditioning
2025-06-03 08:05:12 PM,2025,6,3,23,Full Pullups,0,ConvictConditioning
2025-06-03 08:05:12 PM,2025,6,3,23,Unevein Squats,0,ConvictConditioning
2025-06-03 08:05:12 PM,2025,6,3,23,Close Pushups,0,ConvictConditioning
2025-06-03 08:05:12 PM,2025,6,3,23,Straigt Leg Raises,0,ConvictConditioning
2025-06-03 08:05:12 PM,2025,6,3,23,Handstand Pushups,0,ConvictConditioning
2025-06-03 08:05:12 PM,2025,6,3,23,Straignt Bridges,0,ConvictConditioning
2025-06-04 11:19:45 PM,2025,6,4,23,Sueño,7,Health
2025-06-04 11:19:45 PM,2025,6,4,23,Humor,7,Health
2025-06-04 11:19:45 PM,2025,6,4,23,Estres,2,Health
2025-06-04 11:19:45 PM,2025,6,4,23,positive_habit_01,1,PositiveHabits
2025-06-04 11:19:45 PM,2025,6,4,23,positive_habit_02,0,PositiveHabits
2025-06-04 11:19:45 PM,2025,6,4,23,positive_habit_03,1,PositiveHabits
2025-06-04 11:19:45 PM,2025,6,4,23,positive_habit_04,1,PositiveHabits
2025-06-04 11:19:45 PM,2025,6,4,23,positive_habit_05,0,PositiveHabits
2025-06-04 11:19:45 PM,2025,6,4,23,positive_habit_06,1,PositiveHabits
2025-06-04 11:19:45 PM,2025,6,4,23,positive_habit_07,1,PositiveHabits
2025-06-04 11:19:45 PM,2025,6,4,23,negative_habit_01,0,NegativeHabits
2025-06-04 11:19:45 PM,2025,6,4,23,negative_habit_02,0,NegativeHabits
2025-06-04 11:19:45 PM,2025,6,4,23,negative_habit_03,0,NegativeHabits
2025-06-04 11:19:45 PM,2025,6,4,23,negative_habit_04,0,NegativeHabits
2025-06-04 11:19:45 PM,2025,6,4,23,Saludo al Sol,5,ConvictConditioning
2025-06-04 11:19:45 PM,2025,6,4,23,Full Pullups,0,ConvictConditioning
2025-06-04 11:19:45 PM,2025,6,4,23,Unevein Squats,0,ConvictConditioning
2025-06-04 11:19:45 PM,2025,6,4,23,Close Pushups,28,ConvictConditioning
2025-06-04 11:19:45 PM,2025,6,4,23,Straigt Leg Raises,42,ConvictConditioning
2025-06-04 11:19:45 PM,2025,6,4,23,Handstand Pushups,0,ConvictConditioning
2025-06-04 11:19:45 PM,2025,6,4,23,Straignt Bridges,0,ConvictConditioning
2025-06-05 08:45:48 PM,2025,6,5,23,Sueño,9,Health
2025-06-05 08:45:48 PM,2025,6,5,23,Humor,6,Health
2025-06-05 08:45:48 PM,2025,6,5,23,Estres,1,Health
2025-06-05 08:45:48 PM,2025,6,5,23,positive_habit_01,1,PositiveHabits
2025-06-05 08:45:48 PM,2025,6,5,23,positive_habit_02,1,PositiveHabits
2025-06-05 08:45:48 PM,2025,6,5,23,positive_habit_03,0,PositiveHabits
2025-06-05 08:45:48 PM,2025,6,5,23,positive_habit_04,1,PositiveHabits
2025-06-05 08:45:48 PM,2025,6,5,23,positive_habit_05,1,PositiveHabits
2025-06-05 08:45:48 PM,2025,6,5,23,positive_habit_06,1,PositiveHabits
2025-06-05 08:45:48 PM,2025,6,5,23,positive_habit_07,0,PositiveHabits
2025-06-05 08:45:48 PM,2025,6,5,23,negative_habit_01,0,NegativeHabits
2025-06-05 08:45:48 PM,2025,6,5,23,negative_habit_02,0,NegativeHabits
2025-06-05 08:45:48 PM,2025,6,5,23,negative_habit_03,0,NegativeHabits
2025-06-05 08:45:48 PM,2025,6,5,23,negative_habit_04,0,NegativeHabits
2025-06-05 08:45:48 PM,2025,6,5,23,Saludo al Sol,0,ConvictConditioning
2025-06-05 08:45:48 PM,2025,6,5,23,Full Pullups,0,ConvictConditioning
2025-06-05 08:45:48 PM,2025,6,5,23,Unevein Squats,0,ConvictConditioning
2025-06-05 08:45:48 PM,2025,6,5,23,Close Pushups,0,ConvictConditioning
2025-06-05 08:45:48 PM,2025,6,5,23,Straigt Leg Raises,0,ConvictConditioning
2025-06-05 08:45:48 PM,2025,6,5,23,Handstand Pushups,0,ConvictConditioning
2025-06-05 08:45:48 PM,2025,6,5,23,Straignt Bridges,0,ConvictConditioning
2025-06-06 09:03:12 PM,2025,6,6,23,Sueño,7,Health
2025-06-06 09:03:12 PM,2025,6,6,23,Humor,6,Health
2025-06-06 09:03:12 PM,2025,6,6,23,Estres,4,Health
2025-06-06 09:03:12 PM,2025,6,6,23,positive_habit_01,0,PositiveHabits
2025-06-06 09:03:12 PM,2025,6,6,23,positive_habit_02,0,PositiveHabits
2025-06-06 09:03:12 PM,2025,6,6,23,positive_habit_03,1,PositiveHabits
2025-06-06 09:03:12 PM,2025,6,6,23,positive_habit_04,1,PositiveHabits
2025-06-06 09:03:12 PM,2025,6,6,23,positive_habit_05,1,PositiveHabits
2025-06-06 09:03:12 PM,2025,6,6,23,positive_habit_06,1,PositiveHabits
2025-06-06 09:03:12 PM,2025,6,6,23,positive_habit_07,0,PositiveHabits
2025-06-06 09:03:12 PM,2025,6,6,23,negative_habit_01,1,NegativeHabits
2025-06-06 09:03:12 PM,2025,6,6,23,negative_habit_02,0,NegativeHabits
2025-06-06 09:03:12 PM,2025,6,6,23,negative_habit_03,0,NegativeHabits
2025-06-06 09:03:12 PM,2025,6,6,23,negative_habit_04,0,NegativeHabits
2025-06-06 09:03:12 PM,2025,6,6,23,Saludo al Sol,5,ConvictConditioning
2025-06-06 09:03:12 PM,2025,6,6,23,Full Pullups,0,ConvictConditioning
2025-06-06 09:03:12 PM,2025,6,6,23,Unevein Squats,0,ConvictConditioning
2025-06-06 09:03:12 PM,2025,6,6,23,Close Pushups,0,ConvictConditioning
2025-06-06 09:03:12 PM,2025,6,6,23,Straigt Leg Raises,0,ConvictConditioning
2025-06-06 09:03:12 PM,2025,6,6,23,Handstand Pushups,46,ConvictConditioning
2025-06-06 09:03:12 PM,2025,6,6,23,Straignt Bridges,42,ConvictConditioning
2025-06-07 08:19:14 PM,2025,6,7,23,Sueño,8,Health
2025-06-07 08:19:14 PM,2025,6,7,23,Humor,6,Health
2025-06-07 08:19:14 PM,2025,6,7,23,Estres,4,Health
2025-06-07 08:19:14 PM,2025,6,7,23,positive_habit_01,1,PositiveHabits
2025-06-07 08:19:14 PM,2025,6,7,23,positive_habit_02,1,PositiveHabits
2025-06-07 08:19:14 PM,2025,6,7,23,positive_habit_03,1,PositiveHabits
2025-06-07 08:19:14 PM,2025,6,7,23,positive_habit_04,1,PositiveHabits
2025-06-07 08:19:14 PM,2025,6,7,23,positive_habit_05,1,PositiveHabits
2025-06-07 08:19:14 PM,2025,6,7,23,positive_habit_06,1,PositiveHabits
2025-06-07 08:19:14 PM,2025,6,7,23,positive_habit_07,1,PositiveHabits
2025-06-07 08:19:14 PM,2025,6,7,23,negative_habit_01,0,NegativeHabits
2025-06-07 08:19:14 PM,2025,6,7,23,negative_habit_02,0,NegativeHabits
2025-06-07 08:19:14 PM,2025,6,7,23,negative_habit_03,0,NegativeHabits
2025-06-07 08:19:14 PM,2025,6,7,23,negative_habit_04,0,NegativeHabits
2025-06-07 08:19:14 PM,2025,6,7,23,Saludo al Sol,0,ConvictConditioning
2025-06-07 08:19:14 PM,2025,6,7,23,Full Pullups,0,ConvictConditioning
2025-06-07 08:19:14 PM,2025,6,7,23,Unevein Squats,0,ConvictConditioning
2025-06-07 08:19:14 PM,2025,6,7,23,Close Pushups,0,ConvictConditioning
2025-06-07 08:19:14 PM,2025,6,7,23,Straigt Leg Raises,0,ConvictConditioning
2025-06-07 08:19:14 PM,2025,6,7,23,Handstand Pushups,0,ConvictConditioning
2025-06-07 08:19:14 PM,2025,6,7,23,Straignt Bridges,0,ConvictConditioning
2025-06-08 09:56:36 PM,2025,6,8,23,Sueño,8,Health
2025-06-08 09:56:36 PM,2025,6,8,23,Humor,7,Health
2025-06-08 09:56:36 PM,2025,6,8,23,Estres,1,Health
2025-06-08 09:56:36 PM,2025,6,8,23,positive_habit_01,1,PositiveHabits
2025-06-08 09:56:36 PM,2025,6,8,23,positive_habit_02,1,PositiveHabits
2025-06-08 09:56:36 PM,2025,6,8,23,positive_habit_03,1,PositiveHabits
2025-06-08 09:56:36 PM,2025,6,8,23,positive_habit_04,1,PositiveHabits
2025-06-08 09:56:36 PM,2025,6,8,23,positive_habit_05,1,PositiveHabits
2025-06-08 09:56:36 PM,2025,6,8,23,positive_habit_06,1,PositiveHabits
2025-06-08 09:56:36 PM,2025,6,8,23,positive_habit_07,1,PositiveHabits
2025-06-08 09:56:36 PM,2025,6,8,23,negative_habit_01,0,NegativeHabits
2025-06-08 09:56:36 PM,2025,6,8,23,negative_habit_02,0,NegativeHabits
2025-06-08 09:56:36 PM,2025,6,8,23,negative_habit_03,0,NegativeHabits
2025-06-08 09:56:36 PM,2025,6,8,23,negative_habit_04,0,NegativeHabits
2025-06-08 09:56:36 PM,2025,6,8,23,Saludo al Sol,0,ConvictConditioning
2025-06-08 09:56:36 PM,2025,6,8,23,Full Pullups,0,ConvictConditioning
2025-06-08 09:56:36 PM,2025,6,8,23,Unevein Squats,0,ConvictConditioning
2025-06-08 09:56:36 PM,2025,6,8,23,Close Pushups,0,ConvictConditioning
2025-06-08 09:56:36 PM,2025,6,8,23,Straigt Leg Raises,0,ConvictConditioning
2025-06-08 09:56:36 PM,2025,6,8,23,Handstand Pushups,0,ConvictConditioning
2025-06-08 09:56:36 PM,2025,6,8,23,Straignt Bridges,0,ConvictConditioning
2025-06-09 08:17:02 PM,2025,6,9,24,Sueño,7,Health
2025-06-09 08:17:02 PM,2025,6,9,24,Humor,7,Health
2025-06-09 08:17:02 PM,2025,6,9,24,Estres,1,Health
2025-06-09 08:17:02 PM,2025,6,9,24,positive_habit_01,0,PositiveHabits
2025-06-09 08:17:02 PM,2025,6,9,24,positive_habit_02,1,PositiveHabits
2025-06-09 08:17:02 PM,2025,6,9,24,positive_habit_03,0,PositiveHabits
2025-06-09 08:17:02 PM,2025,6,9,24,positive_habit_04,1,PositiveHabits
2025-06-09 08:17:02 PM,2025,6,9,24,positive_habit_05,1,PositiveHabits
2025-06-09 08:17:02 PM,2025,6,9,24,positive_habit_06,1,PositiveHabits
2025-06-09 08:17:02 PM,2025,6,9,24,positive_habit_07,0,PositiveHabits
2025-06-09 08:17:02 PM,2025,6,9,24,negative_habit_01,0,NegativeHabits
2025-06-09 08:17:02 PM,2025,6,9,24,negative_habit_02,0,NegativeHabits
2025-06-09 08:17:02 PM,2025,6,9,24,negative_habit_03,0,NegativeHabits
2025-06-09 08:17:02 PM,2025,6,9,24,negative_habit_04,0,NegativeHabits
2025-06-09 08:17:02 PM,2025,6,9,24,Saludo al Sol,5,ConvictConditioning
2025-06-09 08:17:02 PM,2025,6,9,24,Full Pullups,18,ConvictConditioning
2025-06-09 08:17:02 PM,2025,6,9,24,Unevein Squats,48,ConvictConditioning
2025-06-09 08:17:02 PM,2025,6,9,24,Close Pushups,0,ConvictConditioning
2025-06-09 08:17:02 PM,2025,6,9,24,Straigt Leg Raises,0,ConvictConditioning
2025-06-09 08:17:02 PM,2025,6,9,24,Handstand Pushups,0,ConvictConditioning
2025-06-09 08:17:02 PM,2025,6,9,24,Straignt Bridges,0,ConvictConditioning
2025-06-10 11:23:47 PM,2025,6,10,24,Sueño,9,Health
2025-06-10 11:23:47 PM,2025,6,10,24,Humor,7,Health
2025-06-10 11:23:47 PM,2025,6,10,24,Estres,4,Health
2025-06-10 11:23:47 PM,2025,6,10,24,positive_habit_01,1,PositiveHabits
2025-06-10 11:23:47 PM,2025,6,10,24,positive_habit_02,1,PositiveHabits
2025-06-10 11:23:47 PM,2025,6,10,24,positive_habit_03,1,PositiveHabits
2025-06-10 11:23:47 PM,2025,6,10,24,positive_habit_04,1,PositiveHabits
2025-06-10 11:23:47 PM,2025,6,10,24,positive_habit_05,1,PositiveHabits
2025-06-10 11:23:47 PM,2025,6,10,24,positive_habit_06,1,PositiveHabits
2025-06-10 11:23:47 PM,2025,6,10,24,positive_habit_07,1,PositiveHabits
2025-06-10 11:23:47 PM,2025,6,10,24,negative_habit_01,0,NegativeHabits
2025-06-10 11:23:47 PM,2025,6,10,24,negative_habit_02,0,NegativeHabits
2025-06-10 11:23:47 PM,2025,6,10,24,negative_habit_03,0,NegativeHabits
2025-06-10 11:23:47 PM,2025,6,10,24,negative_habit_04,0,NegativeHabits
2025-06-10 11:23:47 PM,2025,6,10,24,Saludo al Sol,0,ConvictConditioning
2025-06-10 11:23:47 PM,2025,6,10,24,Full Pullups,0,ConvictConditioning
2025-06-10 11:23:47 PM,2025,6,10,24,Unevein Squats,0,ConvictConditioning
2025-06-10 11:23:47 PM,2025,6,10,24,Close Pushups,0,ConvictConditioning
2025-06-10 11:23:47 PM,2025,6,10,24,Straigt Leg Raises,0,ConvictConditioning
2025-06-10 11:23:47 PM,2025,6,10,24,Handstand Pushups,0,ConvictConditioning
2025-06-10 11:23:47 PM,2025,6,10,24,Straignt Bridges,0,ConvictConditioning
2025-06-11 10:11:08 PM,2025,6,11,24,Sueño,8,Health
2025-06-11 10:11:08 PM,2025,6,11,24,Humor,6,Health
2025-06-11 10:11:08 PM,2025,6,11,24,Estres,1,Health
2025-06-11 10:11:08 PM,2025,6,11,24,positive_habit_01,0,PositiveHabits
2025-06-11 10:11:08 PM,2025,6,11,24,positive_habit_02,1,PositiveHabits
2025-06-11 10:11:08 PM,2025,6,11,24,positive_habit_03,1,PositiveHabits
2025-06-11 10:11:08 PM,2025,6,11,24,positive_habit_04,1,PositiveHabits
2025-06-11 10:11:08 PM,2025,6,11,24,positive_habit_05,1,PositiveHabits
2025-06-11 10:11:08 PM,2025,6,11,24,positive_habit_06,1,PositiveHabits
2025-06-11 10:11:08 PM,2025,6,11,24,positive_habit_07,1,PositiveHabits
2025-06-11 10:11:08 PM,2025,6,11,24,negative_habit_01,0,NegativeHabits
2025-06-11 10:11:08 PM,2025,6,11,24,negative_habit_02,0,NegativeHabits
2025-06-11 10:11:08 PM,2025,6,11,24,negative_habit_03,0,NegativeHabits
2025-06-11 10:11:08 PM,2025,6,11,24,negative_habit_04,0,NegativeHabits
2025-06-11 10:11:08 PM,2025,6,11,24,Saludo al Sol,5,ConvictConditioning
2025-06-11 10:11:08 PM,2025,6,11,24,Full Pullups,0,ConvictConditioning
2025-06-11 10:11:08 PM,2025,6,11,24,Unevein Squats,0,ConvictConditioning
2025-06-11 10:11:08 PM,2025,6,11,24,Close Pushups,32,ConvictConditioning
2025-06-11 10:11:08 PM,2025,6,11,24,Straigt Leg Raises,22,ConvictConditioning
2025-06-11 10:11:08 PM,2025,6,11,24,Handstand Pushups,0,ConvictConditioning
2025-06-11 10:11:08 PM,2025,6,11,24,Straignt Bridges,0,ConvictConditioning
2025-06-12 08:06:39 PM,2025,6,12,24,Sueño,9,Health
2025-06-12 08:06:39 PM,2025,6,12,24,Humor,6,Health
2025-06-12 08:06:39 PM,2025,6,12,24,Estres,4,Health
2025-06-12 08:06:39 PM,2025,6,12,24,positive_habit_01,1,PositiveHabits
2025-06-12 08:06:39 PM,2025,6,12,24,positive_habit_02,0,PositiveHabits
2025-06-12 08:06:39 PM,2025,6,12,24,positive_habit_03,1,PositiveHabits
2025-06-12 08:06:39 PM,2025,6,12,24,positive_habit_04,1,PositiveHabits
2025-06-12 08:06:39 PM,2025,6,12,24,positive_habit_05,1,PositiveHabits
2025-06-12 08:06:39 PM,2025,6,12,24,positive_habit_06,1,PositiveHabits
2025-06-12 08:06:39 PM,2025,6,12,24,positive_habit_07,0,PositiveHabits
2025-06-12 08:06:39 PM,2025,6,12,24,negative_habit_01,0,NegativeHabits
2025-06-12 08:06:39 PM,2025,6,12,24,negative_habit_02,0,NegativeHabits
2025-06-12 08:06:39 PM,2025,6,12,24,negative_habit_03,0,NegativeHabits
2025-06-12 08:06:39 PM,2025,6,12,24,negative_habit_04,0,NegativeHabits
2025-06-12 08:06:39 PM,2025,6,12,24,Saludo al Sol,0,ConvictConditioning
2025-06-12 08:06:39 PM,2025,6,12,24,Full Pullups,0,ConvictConditioning
2025-06-12 08:06:39 PM,2025,6,12,24,Unevein Squats,0,ConvictConditioning
2025-06-12 08:06:39 PM,2025,6,12,24,Close Pushups,0,ConvictConditioning
2025-06-12 08:06:39 PM,2025,6,12,24,Straigt Leg Raises,0,ConvictConditioning
2025-06-12 08:06:39 PM,2025,6,12,24,Handstand Pushups,0,ConvictConditioning
2025-06-12 08:06:39 PM,2025,6,12,24,Straignt Bridges,0,ConvictConditioning
2025-06-13 10:19:37 PM,2025,6,13,24,Sueño,6,Health
2025-06-13 10:19:37 PM,2025,6,13,24,Humor,6,Health
2025-06-13 10:19:37 PM,2025,6,13,24,Estres,1,Health
2025-06-13 10:19:37 PM,2025,6,13,24,positive_habit_01,1,PositiveHabits
2025-06-13 10:19:37 PM,2025,6,13,24,positive_habit_02,1,PositiveHabits
2025-06-13 10:19:37 PM,2025,6,13,24,positive_habit_03,1,PositiveHabits
2025-06-13 10:19:37 PM,2025,6,13,24,positive_habit_04,0,PositiveHabits
2025-06-13 10:19:37 PM,2025,6,13,24,positive_habit_05,1,PositiveHabits
2025-06-13 10:19:37 PM,2025,6,13,24,positive_habit_06,0,PositiveHabits
2025-06-13 10:19:37 PM,2025,6,13,24,positive_habit_07,0,PositiveHabits
2025-06-13 10:19:37 PM,2025,6,13,24,negative_habit_01,0,NegativeHabits
2025-06-13 10:19:37 PM,2025,6,13,24,negative_habit_02,0,NegativeHabits
2025-06-13 10:19:37 PM,2025,6,13,24,negative_habit_03,0,NegativeHabits
2025-06-13 10:19:37 PM,2025,6,13,24,negative_habit_04,0,NegativeHabits
2025-06-13 10:19:37 PM,2025,6,13,24,Saludo al Sol,5,ConvictConditioning
2025-06-13 10:19:37 PM,2025,6,13,24,Full Pullups,0,ConvictConditioning
2025-06-13 10:19:37 PM,2025,6,13,24,Unevein Squats,0,ConvictConditioning
2025-06-13 10:19:37 PM,2025,6,13,24,Close Pushups,0,ConvictConditioning
2025-06-13 10:19:37 PM,2025,6,13,24,Straigt Leg Raises,0,ConvictConditioning
2025-06-13 10:19:37 PM,2025,6,13,24,Handstand Pushups,54,ConvictConditioning
2025-06-13 10:19:37 PM,2025,6,13,24,Straignt Bridges,51,ConvictConditioning
2025-06-14 11:14:44 PM,2025,6,14,24,Sueño,9,Health
2025-06-14 11:14:44 PM,2025,6,14,24,Humor,7,Health
2025-06-14 11:14:44 PM,2025,6,14,24,Estres,2,Health
2025-06-14 11:14:44 PM,2025,6,14,24,positive_habit_01,0,PositiveHabits
2025-06-14 11:14:44 PM,2025,6,14,24,positive_habit_02,1,PositiveHabits
2025-06-14 11:14:44 PM,2025,6,14,24,positive_habit_03,1,PositiveHabits
2025-06-14 11:14:44 PM,2025,6,14,24,positive_habit_04,1,PositiveHabits
2025-06-14 11:14:44 PM,2025,6,14,24,positive_habit_05,1,PositiveHabits
2025-06-14 11:14:44 PM,2025,6,14,24,positive_habit_06,1,PositiveHabits
2025-06-14 11:14:44 PM,2025,6,14,24,positive_habit_07,1,PositiveHabits
2025-06-14 11:14:44 PM,2025,6,14,24,negative_habit_01,0,NegativeHabits
2025-06-14 11:14:44 PM,2025,6,14,24,negative_habit_02,0,NegativeHabits
2025-06-14 11:14:44 PM,2025,6,14,24,negative_habit_03,0,NegativeHabits
2025-06-14 11:14:44 PM,2025,6,14,24,negative_habit_04,0,NegativeHabits
2025-06-14 11:14:44 PM,2025,6,14,24,Saludo al Sol,0,ConvictConditioning
2025-06-14 11:14:44 PM,2025,6,14,24,Full Pullups,0,ConvictConditioning
2025-06-14 11:14:44 PM,2025,6,14,24,Unevein Squats,0,ConvictConditioning
2025-06-14 11:14:44 PM,2025,6,14,24,Close Pushups,0,ConvictConditioning
2025-06-14 11:14:44 PM,2025,6,14,24,Straigt Leg Raises,0,ConvictConditioning
2025-06-14 11:14:44 PM,2025,6,14,24,Handstand Pushups,0,ConvictConditioning
2025-06-14 11:14:44 PM,2025,6,14,24,Straignt Bridges,0,ConvictConditioning
2025-06-15 08:09:41 PM,2025,6,15,24,Sueño,6,Health
2025-06-15 08:09:41 PM,2025,6,15,24,Humor,8,Health
2025-06-15 08:09:41 PM,2025,6,15,24,Estres,1,Health
2025-06-15 08:09:41 PM,2025,6,15,24,positive_habit_01,1,PositiveHabits
2025-06-15 08:09:41 PM,2025,6,15,24,positive_habit_02,0,PositiveHabits
2025-06-15 08:09:41 PM,2025,6,15,24,positive_habit_03,1,PositiveHabits
2025-06-15 08:09:41 PM,2025,6,15,24,positive_habit_04,1,PositiveHabits
2025-06-15 08:09:41 PM,2025,6,15,24,positive_habit_05,1,PositiveHabits
2025-06-15 08:09:41 PM,2025,6,15,24,positive_habit_06,1,PositiveHabits
2025-06-15 08:09:41 PM,2025,6,15,24,positive_habit_07,1,PositiveHabits
2025-06-15 08:09:41 PM,2025,6,15,24,negative_habit_01,0,NegativeHabits
2025-06-15 08:09:41 PM,2025,6,15,24,negative_habit_02,1,NegativeHabits
2025-06-15 08:09:41 PM,2025,6,15,24,negative_habit_03,0,NegativeHabits
2025-06-15 08:09:41 PM,2025,6,15,24,negative_habit_04,0,NegativeHabits
2025-06-15 08:09:41 PM,2025,6,15,24,Saludo al Sol,0,ConvictConditioning
2025-06-15 08:09:41 PM,2025,6,15,24,Full Pullups,0,ConvictConditioning
2025-06-15 08:09:41 PM,2025,6,15,24,Unevein Squats,0,ConvictConditioning
2025-06-15 08:09:41 PM,2025,6,15,24,Close Pushups,0,ConvictConditioning
2025-06-15 08:09:41 PM,2025,6,15,24,Straigt Leg Raises,0,ConvictConditioning
2025-06-15 08:09:41 PM,2025,6,15,24,Handstand Pushups,0,ConvictConditioning
2025-06-15 08:09:41 PM,2025,6,15,24,Straignt Bridges,0,ConvictConditioning
2025-06-16 11:28:20 PM,2025,6,16,25,Sueño,7,Health
2025-06-16 11:28:20 PM,2025,6,16,25,Humor,7,Health
2025-06-16 11:28:20 PM,2025,6,16,25,Estres,4,Health
2025-06-16 11:28:20 PM,2025,6,16,25,positive_habit_01,1,PositiveHabits
2025-06-16 11:28:20 PM,2025,6,16,25,positive_habit_02,1,PositiveHabits
2025-06-16 11:28:20 PM,2025,6,16,25,positive_habit_03,1,PositiveHabits
2025-06-16 11:28:20 PM,2025,6,16,25,positive_habit_04,1,PositiveHabits
2025-06-16 11:28:20 PM,2025,6,16,25,positive_habit_05,1,PositiveHabits
2025-06-16 11:28:20 PM,2025,6,16,25,positive_habit_06,1,PositiveHabits
2025-06-16 11:28:20 PM,2025,6,16,25,positive_habit_07,0,PositiveHabits
2025-06-16 11:28:20 PM,2025,6,16,25,negative_habit_01,0,NegativeHabits
2025-06-16 11:28:20 PM,2025,6,16,25,negative_habit_02,0,NegativeHabits
2025-06-16 11:28:20 PM,2025,6,16,25,negative_habit_03,0,NegativeHabits
2025-06-16 11:28:20 PM,2025,6,16,25,negative_habit_04,0,NegativeHabits
2025-06-16 11:28:20 PM,2025,6,16,25,Saludo al Sol,5,ConvictConditioning
