date,year,month,day,week_number,description,value,tag
2025-04-05 08:15:20 PM,2025,4,5,14,positive_habit_05,1,PositiveHabits
2025-04-05 08:15:20 PM,2025,4,5,14,positive_habit_06,1,PositiveHabits
2025-04-05 08:15:20 PM,2025,4,5,14,positive_habit_07,1,PositiveHabits
2025-04-05 08:15:20 PM,2025,4,5,14,negative_habit_01,0,NegativeHabits
2025-04-05 08:15:20 PM,2025,4,5,14,negative_habit_02,0,NegativeHabits
2025-04-05 08:15:20 PM,2025,4,5,14,negative_habit_03,0,NegativeHabits
2025-04-05 08:15:20 PM,2025,4,5,14,negative_habit_04,0,NegativeHabits
2025-04-05 08:15:20 PM,2025,4,5,14,Saludo al Sol,0,ConvictConditioning
2025-04-05 08:15:20 PM,2025,4,5,14,Full Pullups,0,ConvictConditioning
2025-04-05 08:15:20 PM,2025,4,5,14,Unevein Squats,0,ConvictConditioning
2025-04-05 08:15:20 PM,2025,4,5,14,Close Pushups,0,ConvictConditioning
2025-04-05 08:15:20 PM,2025,4,5,14,Straigt Leg Raises,0,ConvictConditioning
2025-04-05 08:15:20 PM,2025,4,5,14,Handstand Pushups,0,ConvictConditioning
2025-04-05 08:15:20 PM,2025,4,5,14,Straignt Bridges,0,ConvictConditioning
2025-04-06 08:30:22 PM,2025,4,6,14,Sueño,6,Health
2025-04-06 08:30:22 PM,2025,4,6,14,Humor,6,Health
2025-04-06 08:30:22 PM,2025,4,6,14,Estres,1,Health
2025-04-06 08:30:22 PM,2025,4,6,14,positive_habit_01,1,PositiveHabits
2025-04-06 08:30:22 PM,2025,4,6,14,positive_habit_02,1,PositiveHabits
2025-04-06 08:30:22 PM,2025,4,6,14,positive_habit_03,1,PositiveHabits
2025-04-06 08:30:22 PM,2025,4,6,14,positive_habit_04,1,PositiveHabits
2025-04-06 08:30:22 PM,2025,4,6,14,positive_habit_05,1,PositiveHabits
2025-04-06 08:30:22 PM,2025,4,6,14,positive_habit_06,0,PositiveHabits
2025-04-06 08:30:22 PM,2025,4,6,14,positive_habit_07,0,PositiveHabits
2025-04-06 08:30:22 PM,2025,4,6,14,negative_habit_01,0,NegativeHabits
2025-04-06 08:30:22 PM,2025,4,6,14,negative_habit_02,0,NegativeHabits
2025-04-06 08:30:22 PM,2025,4,6,14,negative_habit_03,0,NegativeHabits
2025-04-06 08:30:22 PM,2025,4,6,14,negative_habit_04,0,NegativeHabits
2025-04-06 08:30:22 PM,2025,4,6,14,Saludo al Sol,0,ConvictConditioning
2025-04-06 08:30:22 PM,2025,4,6,14,Full Pullups,0,ConvictConditioning
2025-04-06 08:30:22 PM,2025,4,6,14,Unevein Squats,0,ConvictConditioning
2025-04-06 08:30:22 PM,2025,4,6,14,Close Pushups,0,ConvictConditioning
2025-04-06 08:30:22 PM,2025,4,6,14,Straigt Leg Raises,0,ConvictConditioning
2025-04-06 08:30:22 PM,2025,4,6,14,Handstand Pushups,0,ConvictConditioning
2025-04-06 08:30:22 PM,2025,4,6,14,Straignt Bridges,0,ConvictConditioning
2025-04-07 09:28:27 PM,2025,4,7,15,Sueño,6,Health
2025-04-07 09:28:27 PM,2025,4,7,15,Humor,5,Health
2025-04-07 09:28:27 PM,2025,4,7,15,Estres,2,Health
2025-04-07 09:28:27 PM,2025,4,7,15,positive_habit_01,1,PositiveHabits
2025-04-07 09:28:27 PM,2025,4,7,15,positive_habit_02,1,PositiveHabits
2025-04-07 09:28:27 PM,2025,4,7,15,positive_habit_03,1,PositiveHabits
2025-04-07 09:28:27 PM,2025,4,7,15,positive_habit_04,1,PositiveHabits
2025-04-07 09:28:27 PM,2025,4,7,15,positive_habit_05,0,PositiveHabits
2025-04-07 09:28:27 PM,2025,4,7,15,positive_habit_06,1,PositiveHabits
2025-04-07 09:28:27 PM,2025,4,7,15,positive_habit_07,1,PositiveHabits
2025-04-07 09:28:27 PM,2025,4,7,15,negative_habit_01,0,NegativeHabits
2025-04-07 09:28:27 PM,2025,4,7,15,negative_habit_02,0,NegativeHabits
2025-04-07 09:28:27 PM,2025,4,7,15,negative_habit_03,0,NegativeHabits
2025-04-07 09:28:27 PM,2025,4,7,15,negative_habit_04,0,NegativeHabits
2025-04-07 09:28:27 PM,2025,4,7,15,Saludo al Sol,5,ConvictConditioning
2025-04-07 09:28:27 PM,2025,4,7,15,Full Pullups,60,ConvictConditioning
2025-04-07 09:28:27 PM,2025,4,7,15,Unevein Squats,20,ConvictConditioning
2025-04-07 09:28:27 PM,2025,4,7,15,Close Pushups,0,ConvictConditioning
2025-04-07 09:28:27 PM,2025,4,7,15,Straigt Leg Raises,0,ConvictConditioning
2025-04-07 09:28:27 PM,2025,4,7,15,Handstand Pushups,0,ConvictConditioning
2025-04-07 09:28:27 PM,2025,4,7,15,Straignt Bridges,0,ConvictConditioning
2025-04-08 10:41:24 PM,2025,4,8,15,Sueño,6,Health
2025-04-08 10:41:24 PM,2025,4,8,15,Humor,7,Health
2025-04-08 10:41:24 PM,2025,4,8,15,Estres,1,Health
2025-04-08 10:41:24 PM,2025,4,8,15,positive_habit_01,1,PositiveHabits
2025-04-08 10:41:24 PM,2025,4,8,15,positive_habit_02,1,PositiveHabits
2025-04-08 10:41:24 PM,2025,4,8,15,positive_habit_03,1,PositiveHabits
2025-04-08 10:41:24 PM,2025,4,8,15,positive_habit_04,1,PositiveHabits
2025-04-08 10:41:24 PM,2025,4,8,15,positive_habit_05,0,PositiveHabits
2025-04-08 10:41:24 PM,2025,4,8,15,positive_habit_06,0,PositiveHabits
2025-04-08 10:41:24 PM,2025,4,8,15,positive_habit_07,1,PositiveHabits
2025-04-08 10:41:24 PM,2025,4,8,15,negative_habit_01,0,NegativeHabits
2025-04-08 10:41:24 PM,2025,4,8,15,negative_habit_02,0,NegativeHabits
2025-04-08 10:41:24 PM,2025,4,8,15,negative_habit_03,0,NegativeHabits
2025-04-08 10:41:24 PM,2025,4,8,15,negative_habit_04,0,NegativeHabits
2025-04-08 10:41:24 PM,2025,4,8,15,Saludo al Sol,0,ConvictConditioning
2025-04-08 10:41:24 PM,2025,4,8,15,Full Pullups,0,ConvictConditioning
2025-04-08 10:41:24 PM,2025,4,8,15,Unevein Squats,0,ConvictConditioning
2025-04-08 10:41:24 PM,2025,4,8,15,Close Pushups,0,ConvictConditioning
2025-04-08 10:41:24 PM,2025,4,8,15,Straigt Leg Raises,0,ConvictConditioning
2025-04-08 10:41:24 PM,2025,4,8,15,Handstand Pushups,0,ConvictConditioning
2025-04-08 10:41:24 PM,2025,4,8,15,Straignt Bridges,0,ConvictConditioning
2025-04-09 08:31:34 PM,2025,4,9,15,Sueño,8,Health
2025-04-09 08:31:34 PM,2025,4,9,15,Humor,7,Health
2025-04-09 08:31:34 PM,2025,4,9,15,Estres,4,Health
2025-04-09 08:31:34 PM,2025,4,9,15,positive_habit_01,1,PositiveHabits
2025-04-09 08:31:34 PM,2025,4,9,15,positive_habit_02,0,PositiveHabits
2025-04-09 08:31:34 PM,2025,4,9,15,positive_habit_03,0,PositiveHabits
2025-04-09 08:31:34 PM,2025,4,9,15,positive_habit_04,1,PositiveHabits
2025-04-09 08:31:34 PM,2025,4,9,15,positive_habit_05,1,PositiveHabits
2025-04-09 08:31:34 PM,2025,4,9,15,positive_habit_06,0,PositiveHabits
2025-04-09 08:31:34 PM,2025,4,9,15,positive_habit_07,1,PositiveHabits
2025-04-09 08:31:34 PM,2025,4,9,15,negative_habit_01,0,NegativeHabits
2025-04-09 08:31:34 PM,2025,4,9,15,negative_habit_02,0,NegativeHabits
2025-04-09 08:31:34 PM,2025,4,9,15,negative_habit_03,0,NegativeHabits
2025-04-09 08:31:34 PM,2025,4,9,15,negative_habit_04,0,NegativeHabits
2025-04-09 08:31:34 PM,2025,4,9,15,Saludo al Sol,5,ConvictConditioning
2025-04-09 08:31:34 PM,2025,4,9,15,Full Pullups,0,ConvictConditioning
2025-04-09 08:31:34 PM,2025,4,9,15,Unevein Squats,0,ConvictConditioning
2025-04-09 08:31:34 PM,2025,4,9,15,Close Pushups,27,ConvictConditioning
2025-04-09 08:31:34 PM,2025,4,9,15,Straigt Leg Raises,58,ConvictConditioning
2025-04-09 08:31:34 PM,2025,4,9,15,Handstand Pushups,0,ConvictConditioning
2025-04-09 08:31:34 PM,2025,4,9,15,Straignt Bridges,0,ConvictConditioning
2025-04-10 09:59:44 PM,2025,4,10,15,Sueño,9,Health
2025-04-10 09:59:44 PM,2025,4,10,15,Humor,6,Health
2025-04-10 09:59:44 PM,2025,4,10,15,Estres,1,Health
2025-04-10 09:59:44 PM,2025,4,10,15,positive_habit_01,1,PositiveHabits
2025-04-10 09:59:44 PM,2025,4,10,15,positive_habit_02,1,PositiveHabits
2025-04-10 09:59:44 PM,2025,4,10,15,positive_habit_03,1,PositiveHabits
2025-04-10 09:59:44 PM,2025,4,10,15,positive_habit_04,0,PositiveHabits
2025-04-10 09:59:44 PM,2025,4,10,15,positive_habit_05,1,PositiveHabits
2025-04-10 09:59:44 PM,2025,4,10,15,positive_habit_06,1,PositiveHabits
2025-04-10 09:59:44 PM,2025,4,10,15,positive_habit_07,0,PositiveHabits
2025-04-10 09:59:44 PM,2025,4,10,15,negative_habit_01,1,NegativeHabits
2025-04-10 09:59:44 PM,2025,4,10,15,negative_habit_02,0,NegativeHabits
2025-04-10 09:59:44 PM,2025,4,10,15,negative_habit_03,0,NegativeHabits
2025-04-10 09:59:44 PM,2025,4,10,15,negative_habit_04,0,NegativeHabits
2025-04-10 09:59:44 PM,2025,4,10,15,Saludo al Sol,0,ConvictConditioning
2025-04-10 09:59:44 PM,2025,4,10,15,Full Pullups,0,ConvictConditioning
2025-04-10 09:59:44 PM,2025,4,10,15,Unevein Squats,0,ConvictConditioning
2025-04-10 09:59:44 PM,2025,4,10,15,Close Pushups,0,ConvictConditioning
2025-04-10 09:59:44 PM,2025,4,10,15,Straigt Leg Raises,0,ConvictConditioning
2025-04-10 09:59:44 PM,2025,4,10,15,Handstand Pushups,0,ConvictConditioning
2025-04-10 09:59:44 PM,2025,4,10,15,Straignt Bridges,0,ConvictConditioning
2025-04-11 10:51:23 PM,2025,4,11,15,Sueño,8,Health
2025-04-11 10:51:23 PM,2025,4,11,15,Humor,6,Health
2025-04-11 10:51:23 PM,2025,4,11,15,Estres,1,Health
2025-04-11 10:51:23 PM,2025,4,11,15,positive_habit_01,1,PositiveHabits
2025-04-11 10:51:23 PM,2025,4,11,15,positive_habit_02,1,PositiveHabits
2025-04-11 10:51:23 PM,2025,4,11,15,positive_habit_03,1,PositiveHabits
2025-04-11 10:51:23 PM,2025,4,11,15,positive_habit_04,1,PositiveHabits
2025-04-11 10:51:23 PM,2025,4,11,15,positive_habit_05,1,PositiveHabits
2025-04-11 10:51:23 PM,2025,4,11,15,positive_habit_06,1,PositiveHabits
2025-04-11 10:51:23 PM,2025,4,11,15,positive_habit_07,1,PositiveHabits
2025-04-11 10:51:23 PM,2025,4,11,15,negative_habit_01,0,NegativeHabits
2025-04-11 10:51:23 PM,2025,4,11,15,negative_habit_02,0,NegativeHabits
2025-04-11 10:51:23 PM,2025,4,11,15,negative_habit_03,0,NegativeHabits
2025-04-11 10:51:23 PM,2025,4,11,15,negative_habit_04,0,NegativeHabits
2025-04-11 10:51:23 PM,2025,4,11,15,Saludo al Sol,5,ConvictConditioning
2025-04-11 10:51:23 PM,2025,4,11,15,Full Pullups,0,ConvictConditioning
2025-04-11 10:51:23 PM,2025,4,11,15,Unevein Squats,0,ConvictConditioning
2025-04-11 10:51:23 PM,2025,4,11,15,Close Pushups,0,ConvictConditioning
2025-04-11 10:51:23 PM,2025,4,11,15,Straigt Leg Raises,0,ConvictConditioning
2025-04-11 10:51:23 PM,2025,4,11,15,Handstand Pushups,12,ConvictConditioning
2025-04-11 10:51:23 PM,2025,4,11,15,Straignt Bridges,36,ConvictConditioning
2025-04-12 11:20:05 PM,2025,4,12,15,Sueño,8,Health
2025-04-12 11:20:05 PM,2025,4,12,15,Humor,8,Health
2025-04-12 11:20:05 PM,2025,4,12,15,Estres,1,Health
2025-04-12 11:20:05 PM,2025,4,12,15,positive_habit_01,1,PositiveHabits
2025-04-12 11:20:05 PM,2025,4,12,15,positive_habit_02,1,PositiveHabits
2025-04-12 11:20:05 PM,2025,4,12,15,positive_habit_03,1,PositiveHabits
2025-04-12 11:20:05 PM,2025,4,12,15,positive_habit_04,1,PositiveHabits
2025-04-12 11:20:05 PM,2025,4,12,15,positive_habit_05,1,PositiveHabits
2025-04-12 11:20:05 PM,2025,4,12,15,positive_habit_06,1,PositiveHabits
2025-04-12 11:20:05 PM,2025,4,12,15,positive_habit_07,1,PositiveHabits
2025-04-12 11:20:05 PM,2025,4,12,15,negative_habit_01,1,NegativeHabits
2025-04-12 11:20:05 PM,2025,4,12,15,negative_habit_02,0,NegativeHabits
2025-04-12 11:20:05 PM,2025,4,12,15,negative_habit_03,0,NegativeHabits
2025-04-12 11:20:05 PM,2025,4,12,15,negative_habit_04,0,NegativeHabits
2025-04-12 11:20:05 PM,2025,4,12,15,Saludo al Sol,0,ConvictConditioning
2025-04-12 11:20:05 PM,2025,4,12,15,Full Pullups,0,ConvictConditioning
2025-04-12 11:20:05 PM,2025,4,12,15,Unevein Squats,0,ConvictConditioning
2025-04-12 11:20:05 PM,2025,4,12,15,Close Pushups,0,ConvictConditioning
2025-04-12 11:20:05 PM,2025,4,12,15,Straigt Leg Raises,0,ConvictConditioning
2025-04-12 11:20:05 PM,2025,4,12,15,Handstand Pushups,0,ConvictConditioning
2025-04-12 11:20:05 PM,2025,4,12,15,Straignt Bridges,0,ConvictConditioning
2025-04-13 08:18:56 PM,2025,4,13,15,Sueño,9,Health
2025-04-13 08:18:56 PM,2025,4,13,15,Humor,8,Health
2025-04-13 08:18:56 PM,2025,4,13,15,Estres,2,Health
2025-04-13 08:18:56 PM,2025,4,13,15,positive_habit_01,0,PositiveHabits
2025-04-13 08:18:56 PM,2025,4,13,15,positive_habit_02,1,PositiveHabits
2025-04-13 08:18:56 PM,2025,4,13,15,positive_habit_03,1,PositiveHabits
2025-04-13 08:18:56 PM,2025,4,13,15,positive_habit_04,1,PositiveHabits
2025-04-13 08:18:56 PM,2025,4,13,15,positive_habit_05,1,PositiveHabits
2025-04-13 08:18:56 PM,2025,4,13,15,positive_habit_06,0,PositiveHabits
2025-04-13 08:18:56 PM,2025,4,13,15,positive_habit_07,0,PositiveHabits
2025-04-13 08:18:56 PM,2025,4,13,15,negative_habit_01,0,NegativeHabits
2025-04-13 08:18:56 PM,2025,4,13,15,negative_habit_02,0,NegativeHabits
2025-04-13 08:18:56 PM,2025,4,13,15,negative_habit_03,0,NegativeHabits
2025-04-13 08:18:56 PM,2025,4,13,15,negative_habit_04,0,NegativeHabits
2025-04-13 08:18:56 PM,2025,4,13,15,Saludo al Sol,0,ConvictConditioning
2025-04-13 08:18:56 PM,2025,4,13,15,Full Pullups,0,ConvictConditioning
2025-04-13 08:18:56 PM,2025,4,13,15,Unevein Squats,0,ConvictConditioning
2025-04-13 08:18:56 PM,2025,4,13,15,Close Pushups,0,ConvictConditioning
2025-04-13 08:18:56 PM,2025,4,13,15,Straigt Leg Raises,0,ConvictConditioning
2025-04-13 08:18:56 PM,2025,4,13,15,Handstand Pushups,0,ConvictConditioning
2025-04-13 08:18:56 PM,2025,4,13,15,Straignt Bridges,0,ConvictConditioning
2025-04-14 11:08:43 PM,2025,4,14,16,Sueño,8,Health
2025-04-14 11:08:43 PM,2025,4,14,16,Humor,6,Health
2025-04-14 11:08:43 PM,2025,4,14,16,Estres,2,Health
2025-04-14 11:08:43 PM,2025,4,14,16,positive_habit_01,1,PositiveHabits
2025-04-14 11:08:43 PM,2025,4,14,16,positive_habit_02,1,PositiveHabits
2025-04-14 11:08:43 PM,2025,4,14,16,positive_habit_03,1,PositiveHabits
2025-04-14 11:08:43 PM,2025,4,14,16,positive_habit_04,1,PositiveHabits
2025-04-14 11:08:43 PM,2025,4,14,16,positive_habit_05,1,PositiveHabits
2025-04-14 11:08:43 PM,2025,4,14,16,positive_habit_06,1,PositiveHabits
2025-04-14 11:08:43 PM,2025,4,14,16,positive_habit_07,1,PositiveHabits
2025-04-14 11:08:43 PM,2025,4,14,16,negative_habit_01,0,NegativeHabits
2025-04-14 11:08:43 PM,2025,4,14,16,negative_habit_02,0,NegativeHabits
2025-04-14 11:08:43 PM,2025,4,14,16,negative_habit_03,1,NegativeHabits
2025-04-14 11:08:43 PM,2025,4,14,16,negative_habit_04,0,NegativeHabits
2025-04-14 11:08:43 PM,2025,4,14,16,Saludo al Sol,5,ConvictConditioning
2025-04-14 11:08:43 PM,2025,4,14,16,Full Pullups,48,ConvictConditioning
2025-04-14 11:08:43 PM,2025,4,14,16,Unevein Squats,37,ConvictConditioning
2025-04-14 11:08:43 PM,2025,4,14,16,Close Pushups,0,ConvictConditioning
2025-04-14 11:08:43 PM,2025,4,14,16,Straigt Leg Raises,0,ConvictConditioning
2025-04-14 11:08:43 PM,2025,4,14,16,Handstand Pushups,0,ConvictConditioning
2025-04-14 11:08:43 PM,2025,4,14,16,Straignt Bridges,0,ConvictConditioning
2025-04-15 09:09:17 PM,2025,4,15,16,Sueño,9,Health
2025-04-15 09:09:17 PM,2025,4,15,16,Humor,6,Health
2025-04-15 09:09:17 PM,2025,4,15,16,Estres,2,Health
2025-04-15 09:09:17 PM,2025,4,15,16,positive_habit_01,1,PositiveHabits
2025-04-15 09:09:17 PM,2025,4,15,16,positive_habit_02,0,PositiveHabits
2025-04-15 09:09:17 PM,2025,4,15,16,positive_habit_03,0,PositiveHabits
2025-04-15 09:09:17 PM,2025,4,15,16,positive_habit_04,1,PositiveHabits
2025-04-15 09:09:17 PM,2025,4,15,16,positive_habit_05,1,PositiveHabits
2025-04-15 09:09:17 PM,2025,4,15,16,positive_habit_06,1,PositiveHabits
2025-04-15 09:09:17 PM,2025,4,15,16,positive_habit_07,0,PositiveHabits
2025-04-15 09:09:17 PM,2025,4,15,16,negative_habit_01,0,NegativeHabits
2025-04-15 09:09:17 PM,2025,4,15,16,negative_habit_02,0,NegativeHabits
2025-04-15 09:09:17 PM,2025,4,15,16,negative_habit_03,0,NegativeHabits
2025-04-15 09:09:17 PM,2025,4,15,16,negative_habit_04,0,NegativeHabits
2025-04-15 09:09:17 PM,2025,4,15,16,Saludo al Sol,0,ConvictConditioning
2025-04-15 09:09:17 PM,2025,4,15,16,Full Pullups,0,ConvictConditioning
2025-04-15 09:09:17 PM,2025,4,15,16,Unevein Squats,0,ConvictConditioning
2025-04-15 09:09:17 PM,2025,4,15,16,Close Pushups,0,ConvictConditioning
2025-04-15 09:09:17 PM,2025,4,15,16,Straigt Leg Raises,0,ConvictConditioning
2025-04-15 09:09:17 PM,2025,4,15,16,Handstand Pushups,0,ConvictConditioning
2025-04-15 09:09:17 PM,2025,4,15,16,Straignt Bridges,0,ConvictConditioning
2025-04-16 08:48:18 PM,2025,4,16,16,Sueño,9,Health
2025-04-16 08:48:18 PM,2025,4,16,16,Humor,6,Health
2025-04-16 08:48:18 PM,2025,4,16,16,Estres,1,Health
2025-04-16 08:48:18 PM,2025,4,16,16,positive_habit_01,1,PositiveHabits
2025-04-16 08:48:18 PM,2025,4,16,16,positive_habit_02,1,PositiveHabits
2025-04-16 08:48:18 PM,2025,4,16,16,positive_habit_03,1,PositiveHabits
2025-04-16 08:48:18 PM,2025,4,16,16,positive_habit_04,1,PositiveHabits
2025-04-16 08:48:18 PM,2025,4,16,16,positive_habit_05,1,PositiveHabits
2025-04-16 08:48:18 PM,2025,4,16,16,positive_habit_06,1,PositiveHabits
2025-04-16 08:48:18 PM,2025,4,16,16,positive_habit_07,1,PositiveHabits
2025-04-16 08:48:18 PM,2025,4,16,16,negative_habit_01,0,NegativeHabits
2025-04-16 08:48:18 PM,2025,4,16,16,negative_habit_02,0,NegativeHabits
2025-04-16 08:48:18 PM,2025,4,16,16,negative_habit_03,0,NegativeHabits
2025-04-16 08:48:18 PM,2025,4,16,16,negative_habit_04,0,NegativeHabits
2025-04-16 08:48:18 PM,2025,4,16,16,Saludo al Sol,5,ConvictConditioning
